id,sku,name,description,generatedDescription,brand,price,originalPrice,currency,categoryId,colors,sizes,inStock,imageUrl,images,sourceUrl
"abc-148300","65131499","Ribbed Knit Midi Dress with Mock Neck and Flared Skirt","maje — Ribbed Knit Midi Dress with Mock Neck and Flared Skirt. Available in Burgundy.","true","maje","274","","USD","women-clothing-dresses","Burgundy","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f4e2a99cf.opt.webp?id=240760","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f4e2a99cf.opt.webp?id=240760|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f545de5f2.opt.webp?id=240761|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f54842da2.opt.webp?id=240762|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f54a63a90.opt.webp?id=240763","https://shopwithabc.com/lb/en/product/ribbed-knit-midi-dress-with-mock-neck-and-flared-skirt"
"abc-148296","65131690","Flared Cut V-Neck Bare Back Sleeveless Dress","Long dress
bare back
V-neck
Sleeveless
Flared cut                                                              Main fabric: 96% Viscose, 4% Elastane - Lining: 100% Viscose","false","maje","414","","USD","women-clothing-dresses","Navy","34|36|38|40","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f22acd85c.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f22acd85c.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f2386d1d1.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f23abe391.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f23cecc9e.opt.webp","https://shopwithabc.com/lb/en/product/flared-cut-v-neck-bare-back-sleeveless-dress"
"abc-148292","65132255","Short Patterned Backless Cotton Dress","The main fabric of this garment is made from at least 50% organic cotton fibres.

Short backless cotton dress
Plunging neckline and tie belt
Multicoloured striped print
Flared ruffled skirt
Embroidered Maje logo
Radiant sunshine, a free spirit and bold colours: this piece embodies the joy of travel, blending Mediterranean light with retro elegance, for all your getaway desires.

This short dress features a fit-and-flare silhouette, structured by a plunging neckline and a backless design, accentuated by fine multicoloured stripes running the length of the dress. The adjustable belt cinches the waist, while the lightweight cotton creates an airy, refined look.","false","maje","414","","USD","women-clothing-dresses","White","34|36|38|40","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d76f26023.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d76f26023.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d77c18814.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d77d701a5.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d77eb27f9.opt.webp","https://shopwithabc.com/lb/en/product/short-patterned-backless-cotton-dress"
"abc-148288","65132280","Knit Polo Dress with Black Crocheted Trim","The main fabric of this garment is made from at least 50% viscose fibres, using a controlled processing method.

Short openwork knit polo dress
Black scalloped crochet edges
Two faux pockets with gold buttons
Partial gold button fastening
Fitted cut and straight silhouette
A spontaneous spirit sweeps through the collection, blending chic nonchalance and colour contrasts for a touch of light in the Maje wardrobe.

This short polo dress is irresistible with its openwork crochet knit, accentuated by black scalloped crochet edges that contrast with the bright white of the body. Its polo collar, gold button fastening and decorative patch pockets structure the silhouette, while the fitted cut makes it a refined, contemporary piece.","false","maje","384","","USD","women-clothing-dresses","White","34|36|38|40","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44da0ee445e.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44da0ee445e.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44da141934b.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44da155d123.opt.webp","https://shopwithabc.com/lb/en/product/knit-polo-dress-with-black-crocheted-trim"
"abc-148284","65131359","Fitted Rib Knit Short Sleeve Polo Shirt","The main fabric of this garment is made from at least 50% recycled polyamide and viscose fibres, using a controlled processing method.

Fitted rib knit polo shirt
Contrasting white scalloped Peter Pan collar
Round gold metal buttons
White scalloped cuffs
The spirit of Parisian hotels inspires the Maje woman's looks, with pieces where refined details and subtle contrasts create a modern, elegant style full of character.

This black rib knit polo shirt hugs the figure, enhanced by a white scalloped Peter Pan collar and cuffs, and a button placket punctuated with gold buttons for an exquisite finish.","false","maje","219","","USD","women-clothing-tops-and-t-shirts","Black","0|1|2|3","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d04819f24.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d04819f24.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d052a4706.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d05c25985.opt.webp","https://shopwithabc.com/lb/en/product/fitted-rib-knit-short-sleeve-polo-shirt"
"abc-148280","65131363","Short-Sleeve Ribbed Knit Polo with Scalloped Trim","The main fabric of this garment is made from at least 50% recycled polyamide and viscose fibres, using a controlled processing method.

Cropped rib knit polo shirt
Scalloped collar
Two chest pockets with scalloped flaps
Textured gold buttons
Snug fit
The Parisian wardrobe is boldly reinventing its essentials, combining graphic lines and jewel details for a look that is both assertive and feminine.

This ecru rib knit polo shirt plays with the contrast between its structured, snug fit and the softness of its scalloped trims, highlighted by textured gold buttons that brighten up the collar and flap pockets.","false","maje","219","","USD","women-clothing-tops-and-t-shirts","Ecru","0|1|2|3","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d9ccb5bbb.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d9ccb5bbb.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d9d214dfd.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d9d358889.opt.webp","https://shopwithabc.com/lb/en/product/short-sleeve-ribbed-knit-polo-with-scalloped-trim"
"abc-148272","65131523","Fine Knit Short Sleeve Polo Collar Jumper Top","The main fabric of this garment is made up of at least 50% wool fibres from a certified mill.

Fine-knit 100% wool polo shirt
Gold buttons
Tone-on-tone embroidered logo
Paris inspires a multifaceted elegance, where every detail enhances a free, confident femininity.

This blue polo shirt plays on the contrast between a smooth knit and ribbed trim, while its gold buttons brighten the silhouette with a precious touch. Its structured polo collar, the enveloping softness of the wool and the tone-on-tone embroidered logo make for a refined yet versatile piece, designed to keep up with your busy days.","false","maje","249","","USD","women-clothing-tops-and-t-shirts","Eggplant|Blue","0|1|2|3","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a50bc8db40e4.webp?id=240344","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a50bc8db40e4.webp?id=240344|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a50bca4ad68e.webp?id=240345","https://shopwithabc.com/lb/en/product/fine-knit-short-sleeve-polo-collar-jumper-top"
"abc-148267","65131451","High Waist Shimmering Lurex Tweed Trousers","The main fabric of this garment is made from at least 50% recycled fibres.

Shimmering lurex tweed trousers
High waist
Four patch pockets with white scalloped trim
Decorative gold buttons
The studio celebrates a new Parisian sophistication, reinterpreting classics with a bright, graphic touch designed for bold, independent women.

Made from black tweed accentuated with gold lurex threads, these trousers feature a structured high waist and a straight cut. The patch pockets are embellished with white scalloped trim and decorative gold buttons, creating a confident, radiant silhouette right down to the finest details.","false","maje","359","","USD","women-clothing-trousers","Black","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d85b92c14.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d85b92c14.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d86017c22.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d86171995.opt.webp","https://shopwithabc.com/lb/en/product/high-waist-shimmering-lurex-tweed-trousers"
"abc-148262","65131616","High Waist Wide Leg Cotton Blend Trousers","Wide-legged trousers
Zip and button closure
High waist
Elasticated back
2 side pockets
2 patch pockets on the back
Made of cotton blend","false","maje","314","","USD","women-clothing-trousers","Brown","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f5a5e898a.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f5a5e898a.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f5b2903e4.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f5b4a87cd.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f5b6b81a6.opt.webp","https://shopwithabc.com/lb/en/product/high-waist-wide-leg-cotton-blend-trousers"
"abc-148257","65131342","High Waist Wide Leg Pinstripe-Pattern Palazzo Trousers","Suit trousers with fine stripes
Structured high waist
Accentuated creases down the centre of the legs
Paris inspires a new energy where tailoring and luminous details redefine urban elegance, for a confident Maje woman who is free to make her own choices.

These suit trousers are captivating with their palazzo cut and high waist, enhanced by shiny stripes that play with the light against a matte navy blue base. The sophisticated cut is complemented by accentuated creases and refined details, while the belt loops allow you to adjust the fit.","false","maje","329","","USD","women-clothing-trousers","Navy","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44cf679176c.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44cf679176c.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44cf7022682.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44cf775eabd.opt.webp","https://shopwithabc.com/lb/en/product/high-waist-wide-leg-pinstripe-pattern-palazzo-trousers"
"abc-148249","65131456","All-Over Beads & Rhinestones Long Flared Midi Knit Skirt","Long flared cotton skirt
All-over black beads and rhinestones
Discreet pockets
Concealed side zip fastening
Inspired by Parisian duality, this skirt subtly plays on contrasting textures and light, for a look that is both contemporary and timeless.

Accentuated by a flared fit, this cotton midi skirt features a beaded and rhinestone-embellished surface, where every tone-on-tone black detail discreetly catches the light. The high waist and side pockets give the silhouette structure, enhanced by a flat waistband and a concealed zip fastening.","false","maje","384","","USD","women-clothing-skirts-and-shorts","Black","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d2031aed0.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d2031aed0.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d20a13f07.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d20b74053.opt.webp","https://shopwithabc.com/lb/en/product/all-over-beads-rhinestones-long-flared-midi-knit-skirt"
"abc-148244","65131404","Straight Fit Knit Midi Skirt with Jewelled Flowers","Straight-fit textured knit midi skirt
Scalloped edge embellished with white flowers with gold beaded centres
Alternating pointelle and rib knit bands
The Maje woman asserts her individuality in a multifaceted Paris, where couture refinement and playful details create a look that is as free as it is sophisticated. Golden light falls on graphic silhouettes, revealing the power of the contrast between deep black and pearly shine.

This knit midi skirt stands out with its straight fit, structured by alternating pointelle and rib knit bands and punctuated by a scalloped hem embellished with white flowers with gold beaded centres. The high waist elegantly accentuates the silhouette.","false","maje","384","","USD","women-clothing-skirts-and-shorts","Black","34|36|40","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d1bb0df86.opt.webp?id=216606","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d1bb0df86.opt.webp?id=216606|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d1c18ccef.opt.webp?id=216607|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d1c40f17b.opt.webp?id=216608","https://shopwithabc.com/lb/en/product/straight-fit-knit-midi-skirt-with-jewelled-flowers"
"abc-148241","65132376","Long  Gathered Ruffle Skirt","The main fabric of this garment is made from at least 50% organic cotton fibres.

Long flared red skirt
Large gathered ruffle
Fully elasticated waist
A vibrant energy flows through this skirt, blending a free spirit with colourful elegance to accompany the Maje woman on her Parisian escapades.

The flared cut creates a flowing volume, accentuated by a large gathered ruffle at the hem that creates a graphic layered effect. Its bright red colour modernises the look and makes it truly unique.","false","maje","314","","USD","women-clothing-skirts-and-shorts","Red","34|36|38","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a50b7c740b62.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a50b7c740b62.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a50b7d2eebf4.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a50b7d43c10a.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a50b7d5604e3.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a50b7d69ca31.opt.webp","https://shopwithabc.com/lb/en/product/long-gathered-ruffle-skirt"
"abc-148236","65131535","High Waisted Straight Leg Jeans","John right
High-waisted with belt loops
Zip and button closure
5 pockets
Made of cotton blend","false","maje","329","","USD","women-clothing-jeans","Blue","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f6073ae90.opt.webp?id=240770","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f6073ae90.opt.webp?id=240770|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f62033a68.opt.webp?id=240771|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f6225990c.opt.webp?id=240772|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f624daa80.opt.webp?id=240773|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f62798c7d.opt.webp?id=240774","https://shopwithabc.com/lb/en/product/high-waisted-straight-leg-jeans"
"abc-148231","65131599","Mid-Rise Waist Flared Jeans with Front Square Pockets","Flare jeans
Mid-rise waist with belt loops
Zip and button closure
2 front pockets
Made of cotton blend","false","maje","274","","USD","women-clothing-jeans","Blue","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f3e789323.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f3e789323.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f40ad0768.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f40d1c8d7.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f40fb3bc9.opt.webp","https://shopwithabc.com/lb/en/product/mid-rise-waist-flared-jeans-with-front-square-pockets"
"abc-148226","65131174","High-Waist Wide-Leg Jeans with Buckle Detail","maje — High-Waist Wide-Leg Jeans with Buckle Detail. Available in Blue.","true","maje","329","","USD","women-clothing-jeans","Blue","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a68a9a65dc3f.webp?id=2240358","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a68a9a65dc3f.webp?id=2240358","https://shopwithabc.com/lb/en/product/high-waist-wide-leg-jeans-with-buckle-detail"
"abc-148221","65131247","Wide-Leg Jeans with Chain-Link Belt","This winter, the studio has created an ode to timeless Parisian elegance. From preppy everyday wear to glittering evening events, the new collection is all about sophistication and boldness, in a subtle interplay of colours and cuts.
These stonewash denim jeans feature a signature detail: a chain-link belt embellished with Clover charms and padlock. Its wide-leg cut, structured by five pockets, is full of casual elegance.
For wearing when the mood strikes you, mix and match it with a jumper, ankle boots and a shoulder bag.

Stonewash denim jeans
Chain belt with Clover charms and padlock
5 pockets
Belt loops
Zip and button fastening
Clover jacron on the back","false","maje","299","","USD","women-clothing-jeans","Grey","34|36|38|40","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44f68e9ae15.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44f68e9ae15.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44f69521d77.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44f696893b2.opt.webp","https://shopwithabc.com/lb/en/product/wide-leg-jeans-with-chain-link-belt"
"abc-148218","65131376","Rhinestone Long Sleeve Blouse with Pearls & Rhinestones Embellishment","Blouse embellished with pearls and rhinestones
Removable pussy bow to tie or leave loose
Curved hem, slightly longer at the back
Embrace a multifaceted vision of femininity, where the white shirt stands out as a statement piece in a mindful, liberated wardrobe, given a new twist here with a shower of radiant details.

This oversized blouse reinvents a classic with a loose yet structured silhouette, punctuated by pearly beads and silver rhinestones all over, from the collar and removable pussy bow down to the sleeves and curved hem. The discreet buttons and shirt cuffs reinforce the sophisticated look of this exquisite, versatile piece.","false","maje","344","","USD","women-clothing-shirts-and-blouses","White","1|2|3","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d3b8c894e.opt.webp?id=216621","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d3b8c894e.opt.webp?id=216621|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d3c82d225.opt.webp?id=216622|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d3c9babd2.opt.webp?id=216623","https://shopwithabc.com/lb/en/product/rhinestone-long-sleeve-blouse-with-pearls-rhinestones-embellishment"
"abc-148213","65131531","Oversized Denim Shirt Jacket with Flap Pockets","maje — Oversized Denim Shirt Jacket with Flap Pockets. Available in Blue.","true","maje","359","","USD","women-clothing-shirts-and-blouses","Blue","0|1|2|3","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f36a96307.opt.webp?id=240752","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a59f36a96307.opt.webp?id=240752|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f38a7365a.opt.webp?id=240753|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f38d1c181.opt.webp?id=240754|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a59f38f42142.opt.webp?id=240755","https://shopwithabc.com/lb/en/product/oversized-denim-shirt-jacket-with-flap-pockets"
"abc-148209","65131413","Cropped Embroidered Taffeta Short Sleeve Shirt","Cropped taffeta shirt with embroidered bandana motif and rhinestones
Navy blue mother-of-pearl buttons
Tonal patch chest pocket
Fully embroidered shirt collar
The collection celebrates a soft, muted atmosphere that is free and creative, where every detail highlights the expertise and unique spirit of the Maje woman.

This short, loose-fitting shirt is full of contrasts: the navy blue is set off by rich white bandana-style embroidery on the collar, sleeves and hem. The tonal mother-of-pearl buttons add an exquisite touch. A discreet chest pocket and a box pleat at the back provide the finishing touches to this sophisticated piece.","false","maje","344","","USD","women-clothing-shirts-and-blouses","Navy","0|1|2|3","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d34f9f82b.opt.webp?id=216618","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d34f9f82b.opt.webp?id=216618|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d3662703e.opt.webp?id=216619|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d367857d1.opt.webp?id=216620","https://shopwithabc.com/lb/en/product/cropped-embroidered-taffeta-short-sleeve-shirt"
"abc-148206","65132315","Cropped Sleeveless Cotton Shirt with Black Trim","The main fabric of this garment is made from at least 50% organic cotton fibres.

Cropped sleeveless blouse
Contrasting black ribbed elasticated waistband
Chest pocket and gold button
Gold button fastening on the front
Cropped fit with blouson effect
Contrasting details and bold lines: Maje draws inspiration from a carefree elegance that radiates freshness.

This short sleeveless blouse plays on the contrast of a black elasticated waistband, a structured cropped fit and gold buttons on the button placket and patch pocket. The classic shirt collar, back yoke and tonal topstitching create a look that is as modern as it is sophisticated.","false","maje","249","","USD","women-clothing-shirts-and-blouses","White","1","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d16bf16e9.opt.webp?id=216603","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d16bf16e9.opt.webp?id=216603|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d1721002b.opt.webp?id=216604|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d17389126.opt.webp?id=216605","https://shopwithabc.com/lb/en/product/cropped-sleeveless-cotton-shirt-with-black-trim"
"abc-148201","65131387","Rhinestone Polo Collar Knit Cardigan","The main fabric of this garment is made up of at least 50% wool fibres from a certified mill.

Knit cardigan with polo collar
All-over rhinestones
Tone-on-tone button fastening
Paris inspires a contemporary silhouette, where timeless style is reinvented with bright details and subtle contrasts.

This finely ribbed navy blue wool cardigan stands out with its elegant polo collar and a straight fit that delicately hugs the figure. Silver rhinestones add a subtle touch of sparkle to this refined piece.","false","maje","314","","USD","women-clothing-jackets-and-blazers","Navy","0|1|2|3","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44cfe43cc52.opt.webp?id=216586","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44cfe43cc52.opt.webp?id=216586|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44cff1261db.opt.webp?id=216587|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44cff28273f.opt.webp?id=216588","https://shopwithabc.com/lb/en/product/rhinestone-polo-collar-knit-cardigan"
"abc-148197","65131347","Openwork Pointelle Knit Twinset","Openwork pointelle knit twin set
Contrasting black scalloped trim on the neckline and button placket
Ribbed cuffs and hem
The collection celebrates a multifaceted, vibrant and feminine Paris, where each piece strikes a balance between structure and delicacy, designed for a free and confident woman.

This pointelle knit twin set, embellished with black scalloped trim and white buttons, creates a fitted silhouette while playing with openwork sheer details and contrasts. Comprising a cardigan and a tank top, it is a chic, graphic essential that can be layered or worn separately.","false","maje","344","","USD","women-clothing-tops-and-t-shirts","White","0|1|2|3","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d81c08fcb.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a44d81c08fcb.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d82218d7b.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a44d82368b5e.opt.webp","https://shopwithabc.com/lb/en/product/openwork-pointelle-knit-twinset"
"abc-147794","65133790","Slim Fit Striped Suit Jacket","Slim-fit striped suit jacket featuring tailored collar.

Sandro Women's striped suit jacket
Fitted cut
Tailored collar with saddle stitching
Front button fastening
Long sleeves with buttoned slits at cuffs
Horizontal double piped pockets
Darts and centre back seam
Lined
Contains wool","false","SANDRO","554","","USD","women-clothing-jackets-and-blazers","Navy","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a4272f007282.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a4272f007282.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a4272f61f582.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a4272f828720.opt.webp","https://shopwithabc.com/lb/en/product/slim-fit-striped-suit-jacket"
"abc-147789","65133780","Checked Tailored Wool Jacket with All-Over Rhinsetones","Check tailored jacket with all-over rhinestones, loose fit, featuring tailored collar and long sleeves.

Sandro Women's check and rhinestone tailored jacket
Loose fit
Tailored collar
Piped pocket on chest and double piped pockets on waist
Buttoned slit on cuffs and vent at back
Lined
100% wool","false","SANDRO","599","","USD","women-clothing-jackets-and-blazers","Dk Grey","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a4272b026cea.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a4272b026cea.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a4272b61b86f.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a4272b79b89d.opt.webp","https://shopwithabc.com/lb/en/product/checked-tailored-wool-jacket-with-all-over-rhinsetones"
"abc-147786","65133945","Pleated Cropped Tie-Back Top","Pleated cropped top with flared cut, tie fastening at back

Sandro Women's pleated top
Flared cut
Contrasting round neckline
Sleeveless
Open back featuring two ties","false","SANDRO","319","","USD","women-clothing-tops-and-t-shirts","Straw","0|1|2","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a427275ce6d0.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a427275ce6d0.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a42727eb73ff.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a42728315688.opt.webp","https://shopwithabc.com/lb/en/product/pleated-cropped-tie-back-top"
"abc-147781","65133763","Flared Pointelle Knit Midi Dress with Ruffles","Flared pointelle knit midi dress with ruffles, featuring front button fastening.

Sandro Women's knit midi dress
Snug fit top and flared skirt
Round neck
3/4-length sleeves
Front press-stud fastening
Inset vertical ruffles on skirt","false","SANDRO","414","","USD","women-clothing-dresses","Green","34|36|38|40|42","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a42723981b92.opt.webp?id=216431","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a42723981b92.opt.webp?id=216431|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a4272401a64b.opt.webp?id=216432|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a427241c512a.webp?id=216433","https://shopwithabc.com/lb/en/product/flared-pointelle-knit-midi-dress-with-ruffles"
"abc-147776","65133940","Fitted Ribbed Short-Sleeved Knit Top","Fitted ribbed knit top, featuring round neck and button placket with covered buttons.

Sandro Women's ribbed knit top
Fitted cut
Round neck
Front button placket with covered buttons
Short sleeves","false","SANDRO","234","","USD","women-clothing-tops-and-t-shirts","Navy","0|1|2|3|4","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a4272029bc14.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a4272029bc14.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a427206aebcb.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a4272075ae0d.webp","https://shopwithabc.com/lb/en/product/fitted-ribbed-short-sleeved-knit-top"
"abc-147771","65133935","Fine Knit Wool Polo Shirt with Logo","Fine-knit wool polo featuring long raglan sleeves and logo detail.

Sandro Women's wool sweater
Loose fit with raglan sleeves
Polo collar and button placket
Long sleeves
Chest patch pocket with contrasting SANDRO logo
Adjustable hem with elasticated tie and metal tip","false","SANDRO","274","","USD","women-clothing-tops-and-t-shirts","Black","0|1|2|3|4","true","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a4271acab5c3.opt.webp","https://abc.heyacdn.com/abc.com.lb/public/data/products/6a4271acab5c3.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a4271b7b2b1b.opt.webp|https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/6a4271b9068c6.opt.webp","https://shopwithabc.com/lb/en/product/fine-knit-wool-polo-shirt-with-logo"
